ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CC_PAN_PRI_PRD_NAEM,CC_PVEM_PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,46,JILOTEPEC,47,130,131,2114,16512,421,0,0,3089,0,674,67,230,16,9,5,108,6,1,22,4,6,0,0,0,0,0,29338,52622,52,1636,54310,74888,
15,MEXICO,47,JILOTZINGO,10,30,30,2721,2413,73,1743,330,1418,3562,192,11,44,0,1,1,16,5,1,3,0,0,231,29,76,24,0,0,12894,24,450,13368,17459,
15,MEXICO,48,JIQUIPILCO,30,97,97,786,10460,445,0,0,7427,0,598,140,129,17,4,5,57,6,1,20,12,17,0,0,0,0,0,18853,38977,42,1544,40563,58213,
15,MEXICO,49,JOCOTITLAN,29,91,91,1607,12034,316,0,0,2676,0,328,32,130,4,2,4,59,5,1,16,5,1,0,0,0,0,0,19463,36683,198,1563,38444,53939,
15,MEXICO,50,JOQUICINGO,5,18,19,190,1614,93,0,0,1311,0,92,3,11,0,0,0,8,1,0,3,1,1,0,0,0,0,0,4904,8232,5,318,8555,11306,
15,MEXICO,51,JUCHITEPEC,8,32,32,331,2612,154,755,785,798,8015,127,0,12,0,0,1,6,0,0,3,0,2,82,16,31,25,0,0,13755,21,440,14216,19825,
15,MEXICO,52,LERMA,52,190,190,5358,26189,482,6080,1920,5585,36072,455,133,623,20,7,8,185,26,3,27,14,3,1153,87,379,247,0,0,85056,79,1903,87038,123903,
15,MEXICO,53,MALINALCO,16,39,39,479,2299,345,0,0,3890,0,513,18,18,1,4,2,12,2,2,5,10,0,0,0,0,0,0,6782,14382,16,804,15202,21558,
15,MEXICO,54,MELCHOR OCAMPO,16,69,69,0,0,0,3129,896,2785,15879,0,0,0,0,0,0,0,0,0,0,0,0,300,27,105,82,6708,0,29911,55,937,30903,46168,
15,MEXICO,55,METEPEC,86,303,304,36314,30139,1748,0,0,13198,0,1439,320,2010,50,24,8,717,61,18,40,12,15,0,0,0,0,0,53987,140100,134,2949,143183,198088,
15,MEXICO,56,MEXICALTZINGO,4,18,18,409,1924,87,0,0,1100,0,98,12,24,0,2,1,12,3,0,4,2,1,0,0,0,0,0,3491,7170,19,176,7365,10978,
15,MEXICO,57,MORELOS,18,45,45,906,3627,115,0,0,2129,0,189,35,79,4,4,3,51,9,0,5,7,1,0,0,0,0,0,9591,16755,35,864,17654,25299,
15,MEXICO,58,NAUCALPAN DE JUAREZ,460,1191,1198,120432,46305,5086,18435,8740,33658,180147,4259,747,5947,124,87,32,1980,301,44,93,37,138,12421,821,3057,2074,0,0,444965,504,11136,456605,710847,
15,MEXICO,59,NEXTLALPAN,10,55,55,1304,3353,299,596,1016,4634,12158,362,29,135,16,2,1,29,3,3,1,6,30,313,24,64,80,0,0,24458,14,773,25245,37192,
15,MEXICO,60,NEZAHUALCOYOTL,680,1529,1536,11774,17808,4640,29979,16800,85311,269040,1765,182,1429,29,2,1,204,43,4,55,4,23,7699,544,1792,1364,90719,0,541211,581,20548,562340,878708,
15,MEXICO,61,NICOLAS ROMERO,110,478,481,34604,28867,13101,6680,3594,22045,57448,7043,0,0,0,0,0,0,0,0,0,0,0,4229,295,1101,658,0,0,179665,292,8431,188388,313688,
15,MEXICO,62,NOPALTEPEC,5,14,14,1017,790,20,168,150,977,2829,35,1,29,0,0,0,19,5,0,2,0,0,73,14,12,13,0,0,6154,4,265,6423,8616,
15,MEXICO,63,OCOYOACAC,22,85,86,2723,7751,421,2838,896,5993,11839,519,340,211,4,1,1,50,6,3,17,1,17,2626,44,365,71,0,0,36737,76,1313,38126,55507,
15,MEXICO,64,OCUILAN,13,43,44,567,2040,891,0,0,3380,0,619,6,22,0,0,1,10,8,3,6,3,3,0,0,0,0,0,8264,15823,20,1108,16878,23274,
15,MEXICO,65,EL ORO,20,54,55,1652,5487,289,0,0,945,0,442,11,44,6,0,3,45,6,8,6,7,2,0,0,0,0,0,10499,19452,12,681,20145,29101,
15,MEXICO,66,OTUMBA,18,50,50,861,4664,145,3345,636,747,8490,201,11,106,0,1,0,27,2,1,3,8,2,140,21,96,49,0,0,19556,5,580,20141,29809,
15,MEXICO,67,OTZOLOAPAN,4,10,10,104,773,481,59,671,84,599,9,0,0,0,0,0,0,0,0,0,0,0,9,2,3,13,0,0,2807,0,126,2933,4202,
15,MEXICO,68,OTZOLOTEPEC,27,100,100,2658,9905,285,2881,1945,4770,17004,438,10,149,1,1,0,47,2,0,14,1,1,470,51,162,101,0,0,40896,51,1313,42260,65213,
15,MEXICO,69,OZUMBA,13,37,37,479,2461,186,2203,286,2224,6112,459,12,23,0,3,1,7,0,0,1,2,0,76,12,55,34,0,0,14636,26,560,15222,22258,
15,MEXICO,70,PAPALOTLA,2,7,7,0,0,0,209,96,359,1566,0,0,0,0,0,0,0,0,0,0,0,0,31,2,4,3,1170,0,3440,11,110,3561,4471,
15,MEXICO,71,LA PAZ,91,336,337,4753,36899,1815,3470,2812,8267,60150,1156,255,1194,26,12,29,275,37,3,107,22,47,3714,273,867,726,0,0,126909,143,3913,130965,214668,
15,MEXICO,72,POLOTITLAN,10,25,25,424,2624,67,0,0,769,0,77,2,44,3,0,2,15,2,0,1,1,0,0,0,0,0,0,4500,8531,8,333,8872,12722,
15,MEXICO,73,RAYON,4,15,15,268,2003,73,0,0,957,0,89,8,27,1,0,0,9,0,1,2,3,1,0,0,0,0,0,3847,7300,7,309,7602,10244,
15,MEXICO,74,SAN ANTONIO LA ISLA,8,31,31,1070,3578,182,0,0,1793,0,144,15,39,2,2,0,14,3,3,1,3,0,0,0,0,0,0,7495,14344,16,430,14793,20679,
15,MEXICO,75,SAN FELIPE DEL PROGRESO,50,170,171,1640,23104,835,0,0,3938,0,655,90,293,16,22,21,207,13,6,36,24,22,0,0,0,0,0,33203,64125,102,3109,67336,103343,
15,MEXICO,76,SAN MARTIN DE LAS PIRAMIDES,14,37,37,1280,3084,74,427,228,1869,7456,988,18,37,1,0,0,17,5,2,0,4,4,149,14,41,45,0,0,15743,6,471,16220,22627,
15,MEXICO,77,SAN MATEO ATENCO,22,113,114,4365,12932,793,0,0,5357,0,811,101,340,8,5,1,83,6,2,11,6,3,0,0,0,0,0,28549,53373,56,1399,54828,75745,
15,MEXICO,78,SAN SIMON DE GUERRERO,4,11,11,66,309,975,99,68,863,1644,30,7,5,0,0,1,0,7,0,6,0,0,32,1,8,9,0,0,4130,25,174,4329,5548,
15,MEXICO,79,SANTO TOMAS,10,20,20,109,499,1607,98,134,430,2559,25,0,0,0,0,0,0,0,0,0,0,0,36,18,9,23,0,0,5547,1,269,5817,7970,
15,MEXICO,80,SOYANIQUILPAN DE JUAREZ,7,21,21,3465,726,66,0,0,373,0,73,2,23,0,5,0,24,2,0,1,1,0,0,0,0,0,0,4683,9444,14,270,9728,11734,
15,MEXICO,81,SULTEPEC,23,40,40,511,3010,225,2150,288,871,3871,454,17,51,1,0,2,26,7,1,9,9,2,89,48,157,25,0,0,11824,13,725,12562,20093,
15,MEXICO,82,TECAMAC,197,599,601,24800,55818,2018,9009,5620,19496,113701,2688,570,2709,134,30,35,969,79,29,74,61,93,4924,330,1125,989,0,0,245301,263,5485,251049,380691,
15,MEXICO,83,TEJUPILCO,46,114,115,932,14093,1673,1496,906,3812,11983,375,107,260,16,10,20,68,11,5,64,13,7,388,98,160,100,0,0,36597,22,1645,38264,61373,
15,MEXICO,84,TEMAMATLA,5,18,18,340,717,87,1948,238,1262,2937,268,18,15,0,0,0,3,0,0,1,0,1,48,5,33,7,0,0,7928,6,316,8250,12100,
15,MEXICO,85,TEMASCALAPA,16,51,51,4008,2316,152,772,618,1360,11401,281,32,114,3,6,0,62,10,3,4,3,1,379,46,101,86,0,0,21758,17,835,22610,32550,
15,MEXICO,86,TEMASCALCINGO,35,93,93,767,8852,411,0,0,3104,0,361,47,102,2,5,5,27,6,2,20,3,3,0,0,0,0,0,19802,33519,69,1639,35227,53686,
15,MEXICO,87,TEMASCALTEPEC,23,50,50,2771,2298,819,611,314,2849,6459,183,0,0,0,0,0,0,0,0,0,0,0,153,23,55,41,0,0,16576,13,894,17483,26714,
15,MEXICO,88,TEMOAYA,29,121,122,2539,11081,336,1898,1156,6379,18528,602,68,271,10,4,4,124,43,1,14,117,0,724,94,253,344,0,0,44590,41,1747,46378,78778,
15,MEXICO,89,TENANCINGO,38,123,124,2447,5975,711,0,0,9177,0,1041,50,154,6,1,2,58,9,3,16,7,4,0,0,0,0,0,24356,44017,60,2113,46190,77812,
15,MEXICO,90,TENANGO DEL AIRE,5,16,16,926,906,130,1303,445,437,2556,68,16,9,0,0,3,3,0,0,0,0,0,24,4,3,2,0,0,6835,2,327,7164,9620,
15,MEXICO,91,TENANGO DEL VALLE,27,102,102,1606,6326,826,0,0,5719,0,871,20,124,5,1,6,32,3,1,15,7,2,0,0,0,0,0,23644,39208,76,1802,41086,66714,
15,MEXICO,92,TEOLOYUCAN,25,107,107,8631,3773,929,0,0,4687,0,737,72,207,18,2,2,107,32,10,10,1,0,0,0,0,0,0,24971,44189,47,1510,45746,71358,
15,MEXICO,93,TEOTIHUACAN,23,77,78,1498,9609,242,1022,928,2055,16075,547,29,152,2,0,0,54,3,1,9,1,1,599,28,149,129,0,0,33133,20,1033,34186,49993,
15,MEXICO,94,TEPETLAOXTOC,12,38,38,649,3536,139,671,1059,2124,7455,243,11,61,4,2,0,21,3,0,6,1,1,175,16,30,50,0,0,16257,25,551,16833,24445,
15,MEXICO,95,TEPETLIXPA,8,24,24,540,744,70,1551,243,1733,4869,168,0,17,1,0,0,7,0,2,0,0,0,73,10,47,16,0,0,10091,48,424,10563,15757,
15,MEXICO,96,TEPOTZOTLAN,26,102,103,4180,3006,642,0,0,12841,0,1290,18,98,3,3,1,21,2,1,1,3,0,0,0,0,0,0,21941,44051,49,1593,45693,67349,
15,MEXICO,97,TEQUIXQUIAC,13,48,48,0,0,0,0,0,3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4937,10973,19873,16,827,20716,30450,
15,MEXICO,98,TEXCALTITLAN,9,24,24,263,1633,1127,348,194,1625,3981,172,14,50,11,6,0,5,11,1,23,3,3,61,27,23,28,0,0,9609,32,407,10048,13979,
15,MEXICO,99,TEXCALYACAC,2,8,8,91,458,72,0,0,466,0,315,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2098,3509,10,189,3708,4661,
15,MEXICO,100,TEXCOCO,85,340,341,0,0,0,9023,3395,18388,61165,0,0,0,0,0,0,0,0,0,0,0,0,2840,229,879,469,33645,0,130033,228,3973,134234,220403,
15,MEXICO,101,TEZOYUCA,15,57,57,6118,1743,219,669,535,1316,10956,268,40,165,13,2,2,60,14,4,1,1,6,435,29,111,93,0,0,22800,39,801,23640,36958,
15,MEXICO,102,TIANGUISTENCO,27,98,99,1655,9899,439,0,0,3318,0,619,66,254,5,1,3,92,8,3,21,7,1,0,0,0,0,0,24146,40537,52,1533,42123,62882,
15,MEXICO,103,TIMILPAN,11,25,25,432,5040,399,0,0,413,0,78,20,42,8,8,0,36,7,0,3,2,2,0,0,0,0,0,5090,11580,24,361,11965,14535,
15,MEXICO,104,TLALMANALCO,21,66,66,1284,2827,294,1520,1839,3470,12815,1247,27,61,6,1,2,10,2,3,4,10,0,249,24,73,85,0,0,25853,38,962,26853,40188,
15,MEXICO,105,TLALNEPANTLA DE BAZ,385,954,959,87537,60078,4288,11906,7623,27747,153254,3567,665,5610,124,148,12,1627,153,59,89,24,153,10204,630,2149,1766,0,0,379413,469,8847,388729,568797,
15,MEXICO,106,TLATLAYA,32,56,56,180,2828,980,291,244,369,11741,45,19,75,4,1,1,9,9,0,30,3,0,147,54,38,28,0,0,17096,17,692,17805,25676,
15,MEXICO,107,TOLUCA,314,1124,1134,65924,103959,4787,17368,8170,48587,152682,4624,1042,5679,198,49,24,2037,193,39,118,62,27,9128,613,2398,1541,0,37968,467217,587,12123,479927,719865,
15,MEXICO,108,TONATICO,9,21,21,491,2096,146,241,214,1668,2470,51,14,51,0,0,2,11,2,0,2,0,0,66,11,17,25,0,0,7578,2,288,7868,11407,
15,MEXICO,109,TULTEPEC,38,199,200,0,0,0,4238,3356,9555,42650,0,0,0,0,0,0,0,0,0,0,0,0,1852,128,289,343,20596,0,83007,207,2279,85493,132971,
15,MEXICO,110,TULTITLAN,189,609,611,0,0,0,14357,6422,31947,119015,0,0,0,0,0,0,0,0,0,0,0,0,6536,553,1503,1037,52923,0,234293,248,6210,240751,385430,
15,MEXICO,111,VALLE DE BRAVO,33,102,104,3367,9838,3664,1341,735,1963,18601,406,0,0,0,0,0,0,0,0,0,0,0,550,65,164,100,0,0,40794,31,1697,42522,59292,
15,MEXICO,112,VILLA DE ALLENDE,22,64,64,450,1906,6742,1183,510,721,11512,224,0,0,0,0,0,0,0,0,0,0,0,428,64,242,97,0,0,24079,12,1155,25246,38266,
15,MEXICO,113,VILLA DEL CARBON,21,68,69,3836,7365,369,0,0,1357,0,226,20,58,12,13,2,50,6,5,6,1,0,0,0,0,0,0,12217,25543,81,909,26533,38143,
15,MEXICO,114,VILLA GUERRERO,25,79,79,1139,3554,2647,0,0,8707,0,441,24,232,4,1,1,20,13,0,37,4,2,0,0,0,0,0,10896,27722,13,1296,29031,48508,
15,MEXICO,115,VILLA VICTORIA,53,131,132,1079,20972,1374,2751,757,1142,18468,316,0,0,0,0,0,0,0,0,0,0,0,2056,126,416,104,0,0,49561,26,2354,51941,76639,
15,MEXICO,116,XONACATLAN,16,75,75,2821,5175,249,3383,1069,4749,9856,685,161,149,7,4,3,47,5,4,7,3,1,4055,15,76,61,0,0,32585,22,1261,33868,48732,
15,MEXICO,117,ZACAZONAPAN,2,7,7,54,166,776,85,70,411,1105,24,0,0,0,0,0,0,0,0,0,0,0,24,3,12,11,0,0,2741,2,279,3022,4075,
15,MEXICO,118,ZACUALPAN,15,25,25,285,1465,71,343,236,185,4350,174,8,11,0,0,3,12,1,1,6,4,2,85,19,26,15,0,0,7302,9,325,7636,11095,
15,MEXICO,119,ZINACANTEPEC,53,233,234,8349,29316,1124,0,0,11551,0,1609,225,826,49,12,15,439,35,11,40,26,19,0,0,0,0,0,43899,97545,305,3587,101437,153874,
15,MEXICO,120,ZUMPAHUACAN,11,24,24,932,1128,112,0,0,1168,0,207,0,6,0,0,1,12,0,0,1,0,0,0,0,0,0,0,4862,8429,30,557,9016,13289,
15,MEXICO,121,ZUMPANGO,53,269,271,0,0,0,0,0,16741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32713,47498,96952,77,2898,99927,181302,
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,116,436,438,5935,15012,10011,10708,13186,11890,83477,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153221,135,11989,165345,282755,
15,MEXICO,123,LUVIANOS,27,49,49,375,3423,322,1000,1061,585,5043,79,18,60,2,10,0,15,4,0,7,3,0,149,62,50,54,0,0,12322,8,918,13248,22803,
15,MEXICO,124,SAN JOSE DEL RINCON,44,125,125,3786,9267,671,0,0,4646,0,654,150,225,22,6,3,224,20,6,22,16,7,0,0,0,0,0,19538,39263,39,2262,41564,75381,
15,MEXICO,125,TONANITLA,3,15,15,446,900,270,201,249,1083,3484,101,12,69,1,0,0,8,3,2,2,0,0,132,16,24,40,0,0,7043,7,302,7352,10703,
