CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,566,4,4,65,30,7,44,35,60,626,12,26,905,0,55,960,2557
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,567,2,2,39,21,4,25,20,32,362,2,7,512,1,37,550,1269
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,569,1,1,194,18,3,12,16,22,92,4,9,370,1,16,387,586
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,570,8,8,582,105,22,114,80,254,1322,36,73,2588,2,105,2695,5392
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,572,5,5,223,45,6,56,39,132,639,12,23,1175,0,57,1232,3023
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,573,2,2,37,17,0,14,3,0,151,3,4,229,0,20,249,1380
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,574,3,3,115,9,6,18,25,112,361,6,16,668,1,34,703,1593
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,575,4,4,222,29,9,40,35,146,542,5,14,1042,1,70,1113,2444
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,576,1,1,21,9,2,7,12,39,136,0,7,233,0,20,253,538
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,577,3,3,119,16,8,22,29,69,420,13,25,721,1,70,792,1602
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,578,3,3,170,33,5,22,23,57,401,25,16,752,1,56,809,1775
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,579,3,3,123,18,9,26,31,26,327,9,6,575,0,56,631,1406
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,580,1,1,30,11,4,11,15,12,141,2,2,228,0,14,242,573
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,581,2,2,88,16,2,16,19,19,215,2,6,383,0,48,431,1032
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,582,2,2,113,20,3,14,12,37,263,7,9,478,3,43,524,1227
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,583,2,2,89,17,3,31,18,109,279,4,6,556,0,43,599,1221
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,584,2,2,122,26,0,15,16,103,282,5,6,575,1,38,614,1291
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,585,2,2,107,22,3,14,11,91,207,10,2,467,1,33,501,940
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,586,2,2,76,25,0,14,17,75,212,2,5,426,1,34,461,893
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,587,1,1,21,5,0,5,2,8,65,0,0,106,0,8,114,242
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,588,2,2,100,19,2,17,13,59,237,3,6,456,0,38,494,1109
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,589,2,2,233,23,1,20,16,73,233,4,4,607,0,38,645,1218
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,590,4,4,202,22,4,42,40,168,450,9,30,967,0,63,1030,2315
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,591,2,2,40,12,1,13,8,46,205,5,7,337,0,45,382,792
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,592,3,3,81,45,3,28,15,52,417,32,16,689,0,74,763,1595
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,593,2,2,60,9,4,21,29,42,297,9,17,488,0,27,515,1142
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,594,9,9,141,38,12,66,60,113,1376,9,41,1856,0,133,1989,6614
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,596,4,4,107,31,3,39,25,73,655,16,35,984,1,44,1029,2578
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,597,3,3,87,25,4,21,22,34,370,7,26,596,2,35,633,1543
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,598,2,2,58,8,4,15,24,17,262,2,8,398,1,33,432,1043
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,599,4,4,71,28,5,26,25,76,482,27,31,771,0,87,858,2319
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,600,2,2,38,11,4,13,11,98,187,2,7,371,0,42,413,883
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,601,3,3,190,18,4,34,19,22,302,1,6,596,0,51,647,1512
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,602,4,4,229,18,2,26,12,21,308,4,4,624,0,39,663,1522
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,603,4,4,140,32,5,40,33,48,683,7,15,1003,2,99,1104,2234
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,604,2,2,68,13,1,22,16,33,239,2,4,398,0,39,437,811
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,605,2,2,109,21,2,20,20,39,323,7,9,550,0,43,593,1206
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,606,2,2,63,17,5,20,14,32,282,2,4,439,0,33,472,999
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,607,2,2,137,15,5,20,14,33,302,3,11,540,1,47,588,1164
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,608,2,2,138,22,3,27,17,45,361,4,8,625,0,57,682,1422
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,609,1,1,47,19,3,11,12,18,170,0,3,283,0,16,299,689
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,610,3,3,72,13,8,33,36,31,361,3,10,567,0,61,628,1660
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,611,2,2,82,5,0,8,8,11,135,1,7,257,0,29,286,1281
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,613,3,3,210,27,3,39,25,49,476,4,10,843,0,70,913,2055
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,614,1,1,56,11,4,20,15,55,182,3,7,353,2,34,389,700
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,615,3,3,61,18,4,25,20,25,483,3,11,650,0,29,679,1915
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,616,2,2,39,17,3,21,8,13,292,2,12,407,0,37,444,1007
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,617,2,2,49,17,3,36,23,21,258,2,5,414,0,24,438,875
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,618,2,2,94,11,1,16,14,36,218,2,2,394,0,30,424,753
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,619,2,2,41,11,0,19,18,14,177,1,3,284,1,30,315,762
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,620,4,4,120,22,4,51,38,47,679,3,10,974,0,78,1052,2309
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,621,2,2,144,21,5,21,16,36,458,4,7,712,1,33,746,1441
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,622,3,3,117,31,14,84,47,60,525,8,19,905,0,54,959,1876
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,623,2,2,132,29,3,25,13,44,342,1,14,603,1,46,650,1468
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,624,2,2,48,16,3,38,14,20,344,1,13,497,0,40,537,1175
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,625,3,3,92,23,8,48,41,40,412,2,13,679,0,53,732,1660
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,626,3,3,130,20,6,81,72,52,496,11,21,889,2,62,953,2187
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,627,4,4,111,30,8,88,47,50,615,4,18,971,0,90,1061,2379
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,628,2,2,118,27,1,133,14,19,384,0,10,706,0,48,754,1466
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,629,2,2,79,10,3,113,15,16,318,0,8,562,0,45,607,1176
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,630,2,2,87,12,2,83,4,14,194,0,2,398,2,20,420,829
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,631,2,2,92,17,1,119,14,17,261,3,7,531,0,26,557,1038
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,632,1,1,28,9,1,36,2,7,87,1,0,171,0,7,178,377
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,633,4,4,160,29,13,51,40,55,615,32,20,1015,0,84,1099,2523
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,634,2,2,108,21,3,37,35,27,330,7,16,584,0,47,631,1212
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,635,2,2,59,13,4,28,25,2,189,0,6,326,0,18,344,911
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,636,1,1,20,12,1,14,19,22,148,3,3,242,0,7,249,526
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,637,1,1,21,14,2,16,12,15,125,4,7,216,0,15,231,460
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,638,1,1,13,3,2,15,9,22,182,2,2,250,0,15,265,651
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,639,2,2,67,25,6,28,14,39,210,6,7,402,1,25,428,909
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,640,2,2,75,24,4,21,45,35,318,5,12,539,2,22,563,1370
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,641,2,2,84,33,1,33,18,27,250,6,7,459,0,28,487,967
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,642,4,4,181,24,7,66,52,53,566,10,26,985,0,62,1047,2344
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,643,4,4,147,28,9,68,81,61,614,2,27,1037,6,68,1111,2443
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,644,2,2,70,12,2,35,20,30,159,4,10,342,0,54,396,839
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,645,7,7,268,71,12,103,95,71,844,21,27,1512,1,137,1650,4689
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,646,1,1,22,21,6,24,6,21,214,5,4,323,0,14,337,661
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,647,2,2,36,13,6,23,13,22,249,2,11,375,0,33,408,795
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,648,2,2,74,63,6,44,17,58,297,4,16,579,0,33,612,1129
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,649,1,1,47,16,66,11,6,22,194,9,9,380,0,32,412,726
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,650,1,1,24,25,3,26,7,15,153,2,19,274,0,16,290,632
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,651,2,2,58,29,6,32,25,33,264,14,10,471,0,48,519,1083
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,652,2,2,34,16,3,42,20,20,202,8,10,355,0,44,399,791
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,653,2,2,47,24,6,49,22,39,299,25,9,520,0,54,574,1159
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,654,2,2,31,17,6,46,19,23,246,16,7,411,1,28,440,891
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,655,2,2,54,28,5,50,22,37,356,14,6,572,0,41,613,1433
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,656,3,3,44,43,8,45,39,49,363,21,11,623,0,38,661,1425
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,657,2,2,46,9,5,20,26,27,233,3,9,378,0,33,411,958
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,658,2,2,50,11,7,31,14,36,307,11,7,474,1,41,516,1129
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,659,1,1,38,19,1,32,18,16,157,16,18,315,0,14,329,715
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,660,1,1,33,9,10,20,12,5,104,28,16,237,0,22,259,511
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,663,3,3,71,31,9,56,32,69,498,10,18,794,0,51,845,1662
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,664,3,3,144,50,12,66,38,72,499,6,13,900,0,85,985,2010
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,665,2,2,48,25,3,36,16,34,256,4,12,434,1,50,485,1058
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,666,1,1,44,20,3,25,12,29,179,0,7,319,0,17,336,640
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,667,2,2,49,23,5,24,9,25,243,3,11,392,0,32,424,904
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,668,2,2,43,28,7,25,23,33,298,10,9,476,0,55,531,1131
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,669,1,1,24,25,2,8,5,11,67,3,4,149,0,21,170,341
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,670,1,1,10,4,4,19,15,12,115,1,6,186,0,23,209,380
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,671,1,1,12,0,3,5,17,8,118,3,3,169,0,18,187,379
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,672,1,1,5,4,2,4,7,6,122,1,1,152,1,14,167,428
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,673,2,2,43,18,5,130,31,80,178,9,15,509,0,29,538,931
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,674,2,2,26,16,5,112,13,62,160,7,10,411,2,28,441,843
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,675,3,3,84,14,6,122,24,87,287,8,19,651,0,40,691,1333
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,676,2,2,53,21,7,156,18,99,277,9,22,662,1,39,702,1377
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,677,1,1,28,7,4,87,15,61,134,1,4,341,0,18,359,632
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,678,10,11,252,72,27,802,126,339,1563,50,60,3291,5,179,3475,5646
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,679,3,3,76,29,5,268,44,175,435,7,28,1067,0,43,1110,2062
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,680,3,3,66,20,13,386,25,161,511,13,20,1215,2,43,1260,2244
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,681,1,1,140,24,4,14,12,20,101,9,8,332,0,14,346,526
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,682,4,4,770,70,13,47,29,159,427,12,13,1540,0,62,1602,2771
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,683,1,1,99,27,0,13,11,21,176,8,6,361,0,21,382,718
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,684,1,1,98,13,10,14,3,26,156,5,4,329,0,14,343,658
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,685,1,1,101,24,5,22,5,25,156,5,4,347,0,15,362,695
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,686,1,1,68,14,2,5,8,20,144,3,8,272,0,13,285,558
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,687,1,1,70,14,5,19,11,16,164,6,5,310,0,11,321,664
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,688,1,1,90,1,2,11,6,45,160,1,11,327,0,27,354,673
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,689,1,1,66,9,5,19,8,73,176,12,6,374,0,20,394,714
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,690,14,14,412,86,27,222,182,315,2553,35,43,3875,4,225,4104,10172
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,691,18,18,798,115,52,269,275,509,2964,67,109,5158,10,285,5453,13162
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,693,2,2,56,24,8,27,22,22,409,5,18,591,0,39,630,1010
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,694,3,3,80,236,9,59,13,25,285,104,14,825,1,50,876,1761
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,695,2,2,76,229,1,57,8,22,269,51,12,725,0,37,762,1458
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,696,3,3,135,352,8,59,23,29,248,290,18,1162,0,49,1211,2165
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,697,2,2,81,240,9,38,10,33,193,45,12,661,3,31,695,1179
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,698,2,2,59,122,5,19,8,8,125,23,7,376,0,16,392,754
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,699,2,2,69,142,12,27,7,11,131,27,7,433,0,8,441,899
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,700,3,4,243,249,21,82,49,57,637,106,33,1477,9,123,1609,1299
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,701,2,2,93,255,7,47,13,24,201,42,11,693,1,18,712,1453
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,702,13,13,315,655,41,292,75,129,1982,367,114,3970,3,235,4208,8659
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,703,3,3,94,228,6,92,32,24,468,92,39,1075,0,66,1141,2109
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,704,2,2,76,163,6,49,11,15,224,44,11,599,3,26,628,1128
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,705,3,3,100,178,7,53,13,23,357,91,12,834,0,42,876,1673
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,706,3,3,149,288,5,36,14,24,285,90,9,900,3,43,946,1776
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,707,2,2,98,214,6,27,3,19,150,63,5,585,1,30,616,1154
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,708,2,2,108,197,1,28,11,17,222,57,8,649,4,15,668,1237
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,709,3,3,149,251,13,43,17,33,288,75,20,889,7,59,955,1729
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,710,3,3,90,198,5,49,20,11,325,80,22,800,2,64,866,1743
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,711,5,5,127,286,12,137,31,47,761,157,39,1597,4,63,1664,3354
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,712,2,2,55,128,7,54,12,27,297,68,15,663,2,48,713,1432
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,713,2,2,42,131,5,42,15,17,332,55,20,659,1,50,710,1497
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,714,6,6,122,260,29,141,44,71,890,225,61,1843,2,117,1962,3985
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,715,6,6,79,215,12,182,60,64,1012,180,58,1862,2,143,2007,4253
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,716,5,5,113,240,9,103,39,49,683,151,52,1439,2,118,1559,2987
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,717,2,2,60,131,4,58,25,16,293,87,27,701,1,47,749,1468
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,718,3,3,59,129,7,48,19,31,400,89,19,801,2,56,859,1722
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,719,2,2,32,97,9,37,13,23,233,48,15,507,1,45,553,1060
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,720,2,2,56,134,9,38,7,19,279,70,7,619,0,43,662,1334
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,722,23,23,491,1193,57,601,163,256,3521,771,178,7231,12,449,7692,15609
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,724,8,8,116,289,24,183,113,55,1159,213,58,2210,0,203,2413,5689
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,725,2,2,34,30,6,31,13,4,182,21,10,331,0,30,361,785
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,726,3,3,55,78,4,91,35,26,393,47,11,740,1,78,819,1727
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,727,1,1,46,27,3,30,9,9,124,10,7,265,0,35,300,732
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,728,2,2,33,40,5,44,15,11,221,13,9,391,0,89,480,994
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,729,2,2,43,45,3,103,16,17,312,17,18,574,1,46,621,1428
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,730,4,4,51,74,15,85,30,20,476,45,15,811,1,93,905,1990
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,731,2,2,44,38,4,41,10,18,223,14,10,402,0,43,445,1068
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,732,1,1,31,25,2,36,2,3,84,20,2,205,0,16,221,404
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,733,2,2,85,70,4,35,14,21,225,20,6,480,0,57,537,1260
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,734,1,1,26,20,2,24,8,12,132,12,7,243,0,23,266,621
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,735,4,4,306,78,17,44,84,74,489,64,13,1169,0,61,1230,2474
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,736,2,2,58,19,1,29,42,34,310,21,9,523,1,54,578,1478
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,737,2,2,212,49,13,50,42,43,212,24,12,657,1,17,675,1169
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,738,2,2,159,37,21,25,40,49,175,24,10,540,1,31,572,1031
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,739,3,3,252,50,11,58,66,69,261,30,26,823,0,39,862,1621
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,740,2,2,184,27,6,60,45,49,282,27,15,695,8,38,741,1424
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,741,2,2,132,40,11,27,50,40,276,22,10,608,0,30,638,1328
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,742,4,5,171,49,11,59,71,85,470,41,30,987,3,89,1079,1534
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,743,1,1,36,17,1,20,39,27,189,13,15,357,1,21,379,746
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,744,2,2,55,21,0,17,38,30,175,13,9,358,1,29,388,798
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,745,2,2,56,18,3,38,18,26,167,18,10,354,3,22,379,837
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,746,2,2,64,16,5,26,38,27,177,14,18,385,4,25,414,926
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,747,2,2,50,20,8,33,33,20,154,12,7,337,3,24,364,793
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,748,2,2,41,22,10,17,29,23,160,10,6,318,1,20,339,805
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,749,2,2,28,18,3,25,45,16,200,10,3,348,0,36,384,998
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,750,1,1,13,11,4,9,17,14,149,15,5,237,0,33,270,704
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,751,2,2,20,13,11,25,16,25,171,6,5,292,0,28,320,863
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,752,1,1,11,2,7,18,18,11,13,4,3,87,0,17,104,606
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,753,2,2,13,13,5,20,19,16,202,7,2,297,0,29,326,871
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,754,2,2,24,11,6,12,18,11,182,16,6,286,3,38,327,964
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,755,2,2,24,10,6,4,30,20,165,3,3,265,1,17,283,798
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,756,2,2,48,25,6,24,25,25,214,16,8,391,1,25,417,1061
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,757,2,2,72,24,2,20,27,29,206,19,11,410,0,27,437,887
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,758,2,2,38,27,5,28,26,22,150,10,20,326,2,28,356,850
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,759,1,1,36,13,5,22,22,25,164,18,10,315,0,23,338,678
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,760,1,1,48,18,3,13,21,22,147,6,7,285,0,19,304,699
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,761,2,2,58,25,6,35,64,39,283,18,26,554,0,54,608,1405
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,762,2,2,29,16,3,30,40,28,327,31,8,512,0,40,552,1316
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,763,2,2,62,28,5,51,52,37,341,43,11,630,1,56,687,1428
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,764,5,5,116,52,6,71,114,93,794,94,20,1360,0,90,1450,3311
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,765,2,2,191,65,6,29,36,62,258,31,48,726,3,36,765,1279
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,766,4,4,251,81,13,88,107,108,668,64,54,1434,3,86,1523,2879
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,767,2,2,113,40,4,43,35,35,235,35,19,559,0,47,606,1473
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,768,2,2,63,21,4,22,38,27,199,12,13,399,2,29,430,822
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,769,2,2,43,31,4,27,30,27,220,20,14,416,0,28,444,893
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,770,1,1,22,22,1,12,27,23,153,9,6,275,0,17,292,596
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,771,2,2,105,28,24,23,37,43,238,20,16,534,2,34,570,1185
