CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,PVEM_MORENA_FXM_BC,PVEM_MORENA,PVEM_FXM_BC,MORENA_FXM_BC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1060,2,2,82,33,1,29,58,37,209,25,7,4,1,0,1,487,0,15,502,1192
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1061,2,2,54,31,1,19,52,18,143,19,8,4,2,1,0,352,0,17,369,800
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1062,2,2,76,24,5,38,40,32,136,29,3,4,2,0,2,391,0,27,418,1086
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1063,2,2,69,33,3,25,46,32,163,18,5,5,6,0,0,405,3,25,433,943
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1064,2,2,58,33,1,20,41,28,82,12,1,4,1,1,2,284,1,25,310,949
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1065,2,2,67,32,8,21,53,32,147,18,5,3,7,0,0,393,0,25,418,938
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1066,2,2,90,29,4,21,52,31,165,25,2,2,3,0,2,426,2,19,447,903
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1067,2,2,52,19,2,20,57,26,165,16,1,4,5,0,3,370,1,27,398,839
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1068,1,1,22,20,2,10,40,20,129,16,3,0,0,0,0,262,15,11,288,696
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1069,2,2,47,22,4,32,56,42,227,20,4,5,5,0,3,467,0,40,507,1069
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1070,3,3,72,35,8,38,121,44,430,49,6,2,6,3,1,815,0,49,864,1838
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1071,3,3,37,25,10,37,137,53,357,33,7,11,13,0,3,723,5,52,780,1682
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1072,2,2,77,22,5,13,43,37,247,16,4,9,1,0,1,475,0,31,506,1246
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1075,2,2,68,24,6,24,52,43,302,20,8,9,1,0,1,558,2,26,586,1420
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1076,5,5,329,91,7,54,172,144,607,94,17,16,14,1,4,1550,4,71,1625,3099
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1077,3,3,284,66,9,32,120,91,263,61,9,8,9,0,5,957,3,39,999,1694
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1078,3,3,138,52,11,33,93,53,327,56,5,6,8,0,6,788,4,32,824,1778
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1079,2,2,86,31,3,23,62,31,260,27,5,5,1,0,1,535,1,26,562,1125
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1080,2,2,52,31,5,17,45,38,189,17,3,5,7,0,0,409,0,21,430,1022
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1081,2,2,70,25,5,17,60,50,210,14,9,4,12,0,2,478,0,30,508,1146
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1082,2,2,50,16,9,26,37,22,146,17,0,7,5,5,2,342,0,20,362,894
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1083,2,2,43,28,10,39,59,39,160,26,1,8,4,0,0,417,0,35,452,1300
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1084,2,2,56,29,3,20,45,34,159,24,0,3,4,0,1,378,1,28,407,941
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1085,2,2,123,37,1,26,60,44,150,35,5,2,7,0,1,491,3,22,516,1157
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1086,2,2,190,86,14,30,53,57,164,42,8,1,5,0,1,651,2,28,681,1210
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1087,2,2,76,29,2,22,40,28,128,19,1,2,4,0,2,353,0,30,383,772
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1088,2,2,91,41,5,22,54,47,172,29,10,4,8,0,2,485,1,26,512,1031
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1089,2,2,64,53,6,36,45,36,214,24,6,8,4,0,3,499,5,31,535,1157
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1090,2,2,72,18,6,20,58,39,211,26,2,5,3,0,4,464,0,29,493,1074
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1091,2,2,43,10,1,12,62,33,200,36,3,6,4,0,3,413,0,17,430,934
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1092,2,2,70,24,4,27,51,42,256,33,10,6,3,0,0,526,0,39,565,1177
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1093,3,3,245,65,12,45,118,98,346,62,9,13,3,0,5,1021,3,54,1078,1931
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1094,3,3,253,54,7,46,115,80,292,48,7,4,4,0,2,912,2,34,948,1650
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1095,2,2,170,35,3,36,91,64,260,58,4,12,9,0,5,747,5,38,790,1415
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1096,2,2,137,45,6,48,97,62,283,42,6,10,7,4,3,750,1,43,794,1327
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1099,3,3,164,37,6,36,86,47,345,36,10,5,7,0,4,783,0,36,819,1572
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1100,3,3,109,36,5,44,102,66,352,25,11,7,7,0,3,767,0,41,808,1769
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1101,8,8,314,108,12,86,230,158,1099,76,11,18,20,0,10,2142,4,126,2272,5429
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1102,2,2,155,53,7,37,82,65,232,35,3,5,5,0,1,680,0,30,710,1447
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1103,6,6,149,54,12,117,205,114,817,56,27,18,18,0,6,1593,4,87,1684,3938
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1104,4,4,227,63,11,41,95,65,362,35,12,8,8,0,1,928,1,57,986,2160
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1105,2,2,247,50,6,20,66,74,195,54,13,4,4,0,2,735,3,24,762,1421
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1106,2,2,91,25,4,20,64,49,249,45,6,12,9,0,0,574,3,28,605,1168
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1107,2,2,63,21,4,30,92,45,305,34,9,1,3,0,1,608,1,43,652,1379
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1108,2,2,51,22,3,23,64,34,193,16,8,1,3,0,2,420,16,25,461,878
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1109,2,2,122,34,6,30,56,40,236,33,3,4,2,0,2,568,7,45,620,1261
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1110,2,2,91,32,6,26,60,39,288,30,5,1,4,0,2,584,4,22,610,1248
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1111,2,2,70,27,3,24,42,41,217,39,6,4,0,0,4,477,4,33,514,1031
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1112,2,2,60,31,2,19,47,38,173,24,5,3,5,0,1,408,0,19,427,885
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1113,2,2,65,21,2,18,61,34,166,31,7,3,4,0,3,415,2,17,434,928
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1114,2,2,67,37,7,24,78,35,248,31,4,3,4,0,0,538,2,21,561,1096
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1115,2,2,83,12,2,15,39,27,174,11,4,4,2,0,3,376,0,21,397,835
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1116,4,4,150,48,10,38,93,75,546,53,5,9,10,0,5,1042,2,58,1102,2276
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1117,1,1,96,19,2,11,30,43,115,13,2,1,0,0,3,335,3,14,352,665
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1118,2,2,53,24,1,34,98,29,297,19,7,3,9,0,5,579,20,12,611,1378
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1119,5,5,179,60,15,91,236,120,800,70,23,19,24,1,9,1647,1,93,1741,3747
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1130,1,1,27,11,3,18,23,19,140,13,0,4,2,0,1,261,0,12,273,498
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1131,3,3,141,37,6,25,77,67,225,32,7,5,2,0,2,626,1,30,657,1893
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1132,3,3,172,56,11,40,77,63,272,37,5,13,6,0,3,755,1,28,784,1511
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1133,2,2,82,25,4,21,46,33,176,27,1,5,2,0,0,422,1,19,442,781
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1134,1,1,85,21,3,25,47,31,96,29,4,3,0,0,1,345,0,16,361,618
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1135,3,3,142,47,16,43,80,75,247,31,17,4,9,0,2,713,4,50,767,1530
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1136,1,1,78,14,1,15,38,35,140,31,6,1,4,0,0,363,0,13,376,725
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1137,3,3,164,32,9,42,90,58,399,40,8,8,11,1,5,867,1,35,903,1765
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1138,3,3,149,42,2,49,82,69,330,65,6,9,8,0,4,815,1,48,864,1664
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1139,2,2,60,32,4,36,88,46,274,36,1,6,8,0,10,601,2,35,638,1494
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1140,8,8,573,185,37,88,220,300,1049,144,16,24,11,6,2,2655,2,87,2744,5275
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1299,1,1,78,20,3,23,29,33,138,17,4,0,0,0,1,346,6,19,371,737
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1300,6,6,640,189,32,68,170,207,509,125,18,11,11,2,4,1986,4,76,2066,3790
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1301,2,2,54,29,3,14,63,27,175,13,1,1,4,0,0,384,0,24,408,929
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1304,2,2,62,36,4,27,72,35,255,24,5,3,4,0,3,530,0,25,555,1238
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1305,2,2,50,23,1,17,87,28,233,20,7,1,7,0,0,474,2,46,522,1038
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1306,1,1,49,5,5,10,32,24,155,18,2,2,10,0,0,312,0,14,326,672
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1307,2,2,56,22,5,22,31,25,147,18,9,2,0,0,3,340,1,17,358,849
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1308,2,2,44,20,0,24,82,31,226,21,2,1,2,0,1,454,0,31,485,1057
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1309,2,2,46,26,3,31,68,33,352,36,6,7,14,0,1,623,0,31,654,1458
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1310,2,2,52,25,3,19,50,24,256,8,6,2,7,0,3,455,1,26,482,1213
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1313,2,2,70,25,4,19,50,51,193,14,8,1,5,0,1,441,2,23,466,966
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1314,2,2,138,35,6,28,109,47,243,18,11,4,2,0,0,641,0,21,662,1159
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1315,2,2,47,23,4,11,36,42,155,15,2,2,1,0,3,341,3,14,358,816
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1316,2,2,24,12,2,19,51,22,220,33,5,2,8,0,2,400,0,20,420,909
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1317,2,2,45,22,0,36,59,31,314,37,3,5,3,2,1,558,2,38,598,1211
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1318,3,3,277,96,17,38,115,101,347,55,8,3,4,1,2,1064,1,52,1117,2190
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1320,3,3,101,44,13,37,116,90,359,46,11,10,7,0,5,839,2,40,881,1951
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1321,7,7,117,61,10,97,258,108,1162,57,11,19,19,1,8,1928,5,103,2036,4745
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1322,2,2,37,19,1,30,79,31,256,28,5,7,7,0,2,502,2,23,527,1203
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1323,2,2,65,29,5,22,24,41,165,16,1,5,2,0,0,375,1,17,393,818
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1324,2,2,116,31,3,45,68,56,240,31,7,4,4,0,2,607,0,31,638,1422
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1325,2,2,56,23,4,18,48,41,209,21,3,5,3,0,0,431,1,27,459,974
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1329,2,2,48,17,8,29,53,48,353,27,6,4,3,0,4,600,1,29,630,1335
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1330,4,4,110,42,9,55,117,87,520,34,4,12,5,0,2,997,1,53,1051,2286
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,1331,2,2,59,21,2,24,71,34,365,17,5,7,3,0,5,613,1,30,644,1373
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,2066,6,6,257,62,16,56,128,102,409,55,11,5,6,0,3,1110,3,74,1187,2251
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,2067,4,4,633,132,23,39,137,159,385,118,5,14,7,0,1,1653,1,54,1708,2774
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,0,0,2,3,4,0,1,1,1,4,1,1,0,0,0,0,16,0,2,18,18
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,737,2,2,212,49,13,50,42,43,212,24,12,0,0,0,0,657,1,17,675,1169
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,738,2,2,159,37,21,25,40,49,175,24,10,0,0,0,0,540,1,31,572,1031
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,739,3,3,252,50,11,58,66,69,261,30,26,0,0,0,0,823,0,39,862,1621
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,740,2,2,184,27,6,60,45,49,282,27,15,0,0,0,0,695,8,38,741,1424
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,741,2,2,132,40,11,27,50,40,276,22,10,0,0,0,0,608,0,30,638,1328
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,742,4,4,138,37,7,41,46,59,298,27,25,0,0,0,0,678,3,57,738,1534
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,743,1,1,36,17,1,20,39,27,189,13,15,0,0,0,0,357,1,21,379,746
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,744,2,2,55,21,0,17,38,30,175,13,9,0,0,0,0,358,1,29,388,798
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,745,2,2,56,18,3,38,18,26,167,18,10,0,0,0,0,354,3,22,379,837
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,746,2,2,64,16,5,26,38,27,177,14,18,0,0,0,0,385,4,25,414,926
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,747,2,2,50,20,8,33,33,20,154,12,7,0,0,0,0,337,3,24,364,793
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,748,2,2,41,22,10,17,29,23,160,10,6,0,0,0,0,318,1,20,339,805
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,749,2,2,28,18,3,25,45,16,200,10,3,0,0,0,0,348,0,36,384,998
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,750,1,1,13,11,4,9,17,14,149,15,5,0,0,0,0,237,0,33,270,704
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,751,2,2,20,13,11,25,16,25,171,6,5,0,0,0,0,292,0,28,320,863
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,752,1,1,11,2,7,18,18,11,13,4,3,0,0,0,0,87,0,17,104,606
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,753,2,2,13,13,5,20,19,16,202,7,2,0,0,0,0,297,0,29,326,871
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,754,2,2,24,11,6,12,18,11,182,16,6,0,0,0,0,286,3,38,327,964
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,755,2,2,24,10,6,4,30,20,165,3,3,0,0,0,0,265,1,17,283,798
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,756,2,2,48,25,6,24,25,25,214,16,8,0,0,0,0,391,1,25,417,1061
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,757,2,2,72,24,2,20,27,29,206,19,11,0,0,0,0,410,0,27,437,887
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,758,2,2,38,27,5,28,26,22,150,10,20,0,0,0,0,326,2,28,356,850
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,759,1,1,36,13,5,22,22,25,164,18,10,0,0,0,0,315,0,23,338,678
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,760,1,1,48,18,3,13,21,22,147,6,7,0,0,0,0,285,0,19,304,699
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,761,2,2,58,25,6,35,64,39,283,18,26,0,0,0,0,554,0,54,608,1405
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,766,4,4,251,81,13,88,107,108,668,64,54,0,0,0,0,1434,3,86,1523,2879
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,767,2,2,113,40,4,43,35,35,235,35,19,0,0,0,0,559,0,47,606,1473
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,768,2,2,63,21,4,22,38,27,199,12,13,0,0,0,0,399,2,29,430,822
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,769,2,2,43,31,4,27,30,27,220,20,14,0,0,0,0,416,0,28,444,893
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,770,1,1,22,22,1,12,27,23,153,9,6,0,0,0,0,275,0,17,292,596
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,771,2,2,105,28,24,23,37,43,238,20,16,0,0,0,0,534,2,34,570,1185
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,772,2,2,79,30,4,19,35,30,192,23,6,0,0,0,0,418,1,18,437,994
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,773,2,2,34,16,6,22,32,29,177,15,11,0,0,0,0,342,1,15,358,801
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,774,1,1,45,10,4,14,15,12,128,8,4,0,0,0,0,240,0,26,266,654
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,775,1,1,60,12,3,23,25,14,114,18,11,0,0,0,0,280,0,18,298,688
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,776,2,2,102,22,5,15,39,28,154,25,11,0,0,0,0,401,2,22,425,862
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,777,2,2,132,19,5,35,33,25,157,19,15,0,0,0,0,440,0,30,470,910
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,778,2,2,76,23,14,28,23,23,149,9,15,0,0,0,0,360,0,25,385,915
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,779,2,2,31,14,4,12,16,16,145,9,1,0,0,0,0,248,0,20,268,842
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,780,1,1,47,12,2,18,16,11,131,8,7,0,0,0,0,252,1,16,269,683
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,781,1,1,27,10,3,16,8,18,98,6,5,0,0,0,0,191,0,9,200,628
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,782,1,1,58,26,4,10,17,18,105,8,7,0,0,0,0,253,1,18,272,651
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,783,2,2,69,20,10,18,21,25,151,18,14,0,0,0,0,346,2,17,365,857
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,784,2,2,57,18,9,11,16,12,123,10,9,0,0,0,0,265,0,16,281,633
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,785,2,2,74,20,6,17,31,22,161,14,29,0,0,0,0,374,0,19,393,876
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,786,2,2,75,14,6,22,24,25,175,19,13,0,0,0,0,373,0,32,405,1016
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,787,2,2,103,22,8,25,33,21,173,14,8,0,0,0,0,407,1,27,435,944
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,788,1,1,44,13,1,17,34,34,165,9,11,0,0,0,0,328,0,21,349,736
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,789,2,2,85,26,4,21,28,36,155,12,7,0,0,0,0,374,0,38,412,826
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,790,2,2,104,28,5,44,58,48,319,21,20,0,0,0,0,647,0,38,685,1441
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,791,1,1,52,11,5,28,29,23,159,16,11,0,0,0,0,334,2,21,357,695
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,792,2,2,52,14,5,11,21,28,179,18,17,0,0,0,0,345,0,40,385,773
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,793,1,1,55,17,1,19,30,21,151,21,4,0,0,0,0,319,0,37,356,642
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,794,2,2,122,29,6,25,51,40,268,32,10,0,0,0,0,583,0,42,625,1170
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,795,2,2,75,35,15,28,38,38,251,24,32,0,0,0,0,536,0,33,569,1218
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,800,3,3,122,18,8,45,48,56,434,41,37,0,0,0,0,809,1,57,867,1796
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,801,2,2,39,22,7,18,42,21,209,20,20,0,0,0,0,398,0,42,440,781
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,802,2,2,88,11,5,40,44,50,261,32,27,0,0,0,0,558,0,31,589,1174
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,803,2,2,89,31,4,42,67,40,313,28,22,0,0,0,0,636,3,54,693,1233
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,804,2,2,80,21,7,25,36,40,266,14,11,0,0,0,0,500,3,28,531,1010
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,805,2,2,88,25,5,34,38,26,337,19,16,0,0,0,0,588,1,42,631,1209
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,806,2,2,36,15,5,33,45,22,181,13,21,0,0,0,0,371,1,45,417,830
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,807,2,2,50,26,8,47,26,36,217,20,22,0,0,0,0,452,0,33,485,1230
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,808,2,2,68,20,10,29,43,42,212,14,27,0,0,0,0,465,4,31,500,1095
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,809,1,1,56,15,4,17,34,23,148,8,19,0,0,0,0,324,2,21,347,692
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,810,2,2,63,22,1,24,36,30,168,13,30,0,0,0,0,387,0,31,418,885
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,811,2,2,70,28,9,38,35,34,209,21,20,0,0,0,0,464,1,28,493,1100
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,812,1,1,51,23,4,15,29,20,138,15,10,0,0,0,0,305,1,16,322,710
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,813,1,1,30,12,5,15,15,8,121,6,12,0,0,0,0,224,0,14,238,553
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,814,2,2,79,22,6,18,20,25,154,18,13,0,0,0,0,355,0,21,376,810
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,815,1,1,51,16,6,14,13,22,133,4,15,0,0,0,0,274,0,17,291,705
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,816,2,2,58,16,2,28,22,30,143,17,15,0,0,0,0,331,1,31,363,773
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,817,1,1,41,18,3,21,21,11,149,15,22,0,0,0,0,301,1,16,318,726
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,818,1,1,62,21,6,18,22,27,132,14,15,0,0,0,0,317,0,11,328,717
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,819,2,2,58,24,4,31,39,31,173,16,25,0,0,0,0,401,1,10,412,991
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,820,2,2,82,23,4,36,52,37,245,36,39,0,0,0,0,554,1,29,584,1197
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,821,2,2,88,25,11,34,53,40,236,18,30,0,0,0,0,535,1,35,571,1288
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,822,2,2,82,26,8,36,49,52,269,26,26,0,0,0,0,574,2,34,610,1358
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,823,2,2,53,21,4,33,31,40,221,12,21,0,0,0,0,436,1,37,474,969
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,824,2,2,29,20,8,38,62,27,228,18,32,0,0,0,0,462,2,21,485,1113
