CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAH,C_PAN_PRI_PRD,C_MORENA_NAH,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,494,3,3,0,0,0,30,227,36,0,0,33,279,605,2,50,657,1291
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,495,5,5,0,0,0,95,315,63,0,0,142,697,1312,2,132,1446,3045
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,496,1,1,0,0,0,20,40,11,0,0,9,182,262,0,7,269,347
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,497,2,2,0,0,0,19,171,38,0,0,36,253,517,0,56,573,976
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,498,1,1,0,0,0,2,35,1,0,0,1,33,72,0,2,74,109
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,499,3,3,0,0,0,49,290,47,0,0,45,763,1194,3,106,1303,2181
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,500,3,3,0,0,0,76,335,66,0,0,113,425,1015,0,118,1133,1993
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,501,3,3,0,0,0,43,194,42,0,0,34,551,864,0,63,927,1611
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,502,4,4,0,0,0,87,323,144,0,0,83,715,1352,1,149,1502,2863
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,503,3,3,0,0,0,40,196,35,0,0,47,304,622,0,76,698,1231
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,504,4,4,0,0,0,69,465,50,0,0,96,401,1081,2,130,1213,2318
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,505,2,2,0,0,0,55,115,61,0,0,102,400,733,2,51,786,1499
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,506,2,2,0,0,0,22,191,20,0,0,23,218,474,0,48,522,1002
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,507,3,3,0,0,0,36,301,62,0,0,74,400,873,0,69,942,1608
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,508,4,4,0,0,0,55,358,85,0,0,129,660,1287,3,90,1380,2345
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,509,1,1,0,0,0,31,65,18,0,0,35,219,368,0,33,401,676
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,630,1,1,0,0,0,53,50,40,0,0,104,263,510,4,29,543,740
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,631,3,3,0,0,0,129,204,176,0,0,275,583,1367,0,87,1454,1914
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,632,3,3,0,0,0,144,152,175,0,0,207,626,1304,1,108,1413,1959
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,633,1,1,0,0,0,16,41,32,0,0,54,157,300,0,35,335,514
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,634,2,2,0,0,0,22,33,18,0,0,41,132,246,0,26,272,411
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,635,1,1,0,0,0,9,26,7,0,0,41,93,176,0,11,187,255
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,636,1,1,0,0,0,6,69,8,0,0,15,49,147,0,5,152,201
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,637,1,1,0,0,0,5,25,27,0,0,22,78,157,0,6,163,200
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,638,1,1,0,0,0,8,21,29,0,0,11,72,141,2,20,163,238
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,639,1,1,0,0,0,19,12,9,0,0,18,164,222,0,25,247,339
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,640,1,1,0,0,0,58,71,26,0,0,49,225,429,0,38,467,658
4,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,641,1,1,0,0,0,34,31,30,0,0,70,178,343,0,29,372,557
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1043,2,2,0,0,0,289,78,27,0,0,130,319,843,0,30,873,1203
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1044,4,4,0,0,0,667,119,70,0,0,312,692,1860,0,99,1959,2703
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1045,4,4,0,0,0,603,117,44,0,0,355,562,1681,1,71,1753,2368
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1046,3,4,5,11,0,312,42,25,36,2,120,269,822,1,35,858,995
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1047,1,1,0,0,0,208,9,13,0,0,80,77,387,0,22,409,605
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1048,2,2,0,0,0,310,37,31,0,0,57,454,889,0,72,961,1448
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1049,2,2,0,0,0,298,24,11,0,0,52,128,513,0,18,531,797
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1050,2,2,0,0,0,297,44,17,0,0,47,180,585,0,53,638,968
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1051,1,1,0,0,0,196,35,10,0,0,44,107,392,0,37,429,586
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1052,1,1,0,0,0,152,32,8,0,0,28,114,334,0,21,355,515
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1053,2,2,0,0,0,199,24,23,0,0,15,204,465,0,50,515,777
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1054,1,1,0,0,0,56,17,5,0,0,15,89,182,0,21,203,280
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1055,3,3,0,0,0,396,47,27,0,0,30,289,789,0,51,840,1439
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1056,2,2,0,0,0,265,67,21,0,0,36,226,615,0,58,673,1056
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1057,2,2,0,0,0,417,66,23,0,0,42,236,784,0,74,858,1175
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1058,2,2,0,0,0,223,59,20,0,0,30,101,433,0,27,460,638
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1059,2,2,0,0,0,138,425,30,0,0,68,173,834,2,62,898,1424
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1060,3,3,0,0,0,199,605,44,0,0,62,218,1128,0,73,1201,1805
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1061,5,5,0,0,0,700,124,74,0,0,324,585,1807,4,139,1950,3093
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1062,4,4,0,0,0,609,105,69,0,0,87,698,1568,0,118,1686,2571
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1063,2,2,0,0,0,428,45,27,0,0,55,264,819,1,67,887,1232
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1064,2,2,0,0,0,168,23,10,0,0,42,94,337,0,26,363,520
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1065,1,1,0,0,0,48,20,7,0,0,29,131,235,0,28,263,362
4,13,HIDALGO,4,HUEJUTLA DE REYES,53,SAN FELIPE ORIZATLAN,1066,2,2,0,0,0,321,20,22,0,0,83,110,556,0,54,610,906
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,1856,3,3,0,0,0,62,242,57,0,0,112,640,1113,0,56,1169,1721
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,1857,3,3,0,0,0,58,200,76,0,0,104,522,960,0,42,1002,1547
4,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,1858,4,4,0,0,0,129,306,152,0,0,209,922,1718,0,69,1787,2845
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,240,2,2,0,0,0,74,80,143,0,0,87,401,785,2,47,834,1173
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,241,2,2,0,0,0,162,56,90,0,0,30,259,597,0,51,648,963
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,242,1,1,0,0,0,49,11,17,0,0,7,97,181,0,14,195,296
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,243,1,1,0,0,0,38,89,33,0,0,11,178,349,0,37,386,624
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,244,1,1,0,0,0,12,24,22,0,0,10,129,197,0,9,206,269
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,245,2,2,0,0,0,92,80,244,0,0,25,278,719,0,58,777,1189
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,246,4,4,0,0,0,330,59,125,0,0,122,533,1169,0,47,1216,1622
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,247,2,2,0,0,0,75,31,90,0,0,48,254,498,1,40,539,751
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,248,1,1,0,0,0,55,30,48,0,0,10,236,379,0,26,405,642
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,249,2,2,0,0,0,56,60,126,0,0,49,522,813,4,58,875,1253
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,250,3,3,0,0,0,214,115,147,0,0,89,700,1265,6,71,1342,2031
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,251,1,1,0,0,0,18,40,113,0,0,22,246,439,0,33,472,654
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,252,1,1,0,0,0,18,28,59,0,0,27,275,407,0,23,430,641
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,253,1,1,0,0,0,38,58,47,0,0,2,140,285,0,29,314,547
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,254,1,1,0,0,0,30,27,39,0,0,6,126,228,0,36,264,402
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,255,2,2,0,0,0,92,113,99,0,0,24,436,764,0,36,800,1233
4,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,256,2,2,0,0,0,74,59,67,0,0,23,276,499,0,40,539,874
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,316,4,4,0,0,0,174,103,302,0,0,164,711,1454,5,80,1539,2275
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,317,1,1,0,0,0,36,22,47,0,0,6,185,296,0,38,334,614
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,318,1,1,0,0,0,87,32,34,0,0,40,268,461,0,17,478,622
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,319,1,1,0,0,0,54,39,58,0,0,61,167,379,0,26,405,623
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,320,2,2,0,0,0,89,34,114,0,0,87,426,750,0,47,797,1172
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,321,1,1,0,0,0,60,58,39,0,0,23,190,370,0,27,397,648
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,322,2,2,0,0,0,53,119,150,0,0,79,243,644,2,48,694,1072
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,323,3,3,0,0,0,102,103,281,0,0,55,571,1112,2,59,1173,1720
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,324,1,1,0,0,0,22,33,58,0,0,23,91,227,0,23,250,384
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,325,1,1,0,0,0,16,13,32,0,0,53,74,188,0,12,200,282
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,326,1,1,0,0,0,27,14,12,0,0,4,65,122,0,9,131,195
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,327,3,3,0,0,0,169,139,117,0,0,125,473,1023,3,74,1100,1537
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,328,2,2,0,0,0,98,118,123,0,0,96,394,829,1,76,906,1340
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,329,3,3,0,0,0,211,150,234,0,0,138,613,1346,0,82,1428,1975
4,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,330,1,1,0,0,0,21,12,19,0,0,8,51,111,0,10,121,159
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,547,3,3,0,0,0,281,56,72,0,0,160,551,1120,3,51,1174,1906
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,548,3,3,0,0,0,263,68,65,0,0,168,491,1055,2,66,1123,1959
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,549,3,3,0,0,0,177,74,48,0,0,173,515,987,1,61,1049,1865
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,550,5,5,0,0,0,307,130,115,0,0,345,1042,1939,2,108,2049,3407
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,551,3,3,0,0,0,185,79,68,0,0,288,521,1141,2,46,1189,1864
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,552,3,3,0,0,0,143,52,57,0,0,324,435,1011,1,38,1050,1611
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,554,2,2,0,0,0,155,58,47,0,0,164,401,825,2,43,870,1360
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,555,3,3,0,0,0,178,45,51,0,0,256,485,1015,0,59,1074,1711
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,556,2,2,0,0,0,110,44,60,0,0,280,389,883,2,45,930,1445
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,557,3,3,0,0,0,150,71,52,0,0,193,391,857,2,45,904,1518
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,558,2,2,0,0,0,66,25,53,0,0,234,305,683,3,32,718,1169
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,559,2,2,0,0,0,97,46,52,0,0,161,311,667,3,26,696,1139
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,560,3,3,0,0,0,136,50,35,0,0,178,493,892,1,55,948,1521
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,561,3,3,0,0,0,238,66,53,0,0,120,511,988,0,58,1046,1794
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,562,2,2,0,0,0,137,72,54,0,0,224,406,893,1,53,947,1479
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,4,5,31,32,0,169,95,99,183,9,198,591,1407,2,128,1537,1687
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,564,1,1,0,0,0,20,21,5,0,0,4,60,110,0,11,121,282
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,565,1,1,0,0,0,31,21,3,0,0,3,117,175,2,9,186,418
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,566,1,1,0,0,0,35,14,3,0,0,2,79,133,0,11,144,297
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,567,1,1,0,0,0,36,3,0,0,0,9,41,89,0,2,91,191
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,568,2,2,0,0,0,98,75,18,0,0,13,195,399,0,25,424,818
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,569,1,1,0,0,0,95,32,8,0,0,15,196,346,0,29,375,748
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,570,1,1,0,0,0,132,13,4,0,0,5,28,182,0,12,194,324
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,571,1,1,0,0,0,11,14,8,0,0,30,59,122,0,7,129,184
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,572,1,1,0,0,0,42,4,5,0,0,22,150,223,1,13,237,340
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,573,1,1,0,0,0,8,2,0,0,0,9,48,67,0,3,70,95
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,574,1,1,0,0,0,60,22,17,0,0,72,184,355,0,28,383,632
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,3,3,0,0,0,368,80,32,0,0,107,413,1000,1,69,1070,1699
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,576,1,1,0,0,0,104,27,7,0,0,26,112,276,0,22,298,503
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,577,2,2,0,0,0,45,100,23,0,0,15,248,431,1,30,462,752
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,578,1,1,0,0,0,44,44,28,0,0,21,132,269,0,17,286,436
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,579,2,2,0,0,0,90,45,24,0,0,33,305,497,0,43,540,959
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,580,2,2,0,0,0,396,36,21,0,0,40,267,760,0,48,808,1323
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,4,4,0,0,0,361,110,46,0,0,95,631,1243,0,101,1344,2114
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,582,1,1,0,0,0,118,11,14,0,0,8,262,413,0,27,440,717
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,583,2,2,0,0,0,206,49,4,0,0,31,196,486,1,26,513,783
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,584,1,1,0,0,0,44,14,7,0,0,14,108,187,1,12,200,300
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,585,1,1,0,0,0,32,33,24,0,0,33,255,377,1,28,406,745
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,586,2,2,0,0,0,186,33,24,0,0,46,315,604,2,34,640,1055
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,587,1,1,0,0,0,110,16,21,0,0,10,247,404,0,25,429,679
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,588,2,2,0,0,0,137,71,22,0,0,26,149,405,1,24,430,812
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,589,1,1,0,0,0,71,22,9,0,0,12,121,235,0,25,260,519
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,2,2,0,0,0,197,30,25,0,0,53,301,606,1,24,631,1127
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,2,2,0,0,0,60,33,10,0,0,46,260,409,4,27,440,766
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,592,1,1,0,0,0,139,31,12,0,0,11,116,309,0,29,338,550
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,5,5,0,0,0,319,97,71,0,0,167,970,1624,2,120,1746,3068
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,4,4,0,0,0,307,117,63,0,0,185,817,1489,3,104,1596,2747
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,596,3,3,0,0,0,98,76,50,0,0,143,597,964,0,62,1026,1658
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,4,4,0,0,0,454,90,58,0,0,158,828,1588,0,108,1696,2736
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,598,2,2,0,0,0,136,60,9,0,0,44,323,572,0,39,611,1070
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,599,1,1,0,0,0,48,9,6,0,0,23,81,167,1,14,182,336
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,600,2,2,0,0,0,250,54,16,0,0,69,271,660,0,34,694,1266
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,4,4,0,0,0,200,83,44,0,0,253,1111,1691,2,71,1764,2543
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,602,2,2,0,0,0,97,45,18,0,0,78,271,509,0,39,548,985
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,603,2,2,0,0,0,136,52,30,0,0,80,396,694,0,47,741,1272
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,604,1,1,0,0,0,36,5,1,0,0,6,15,63,0,9,72,115
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,605,1,1,0,0,0,28,155,9,0,0,16,149,357,0,36,393,687
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,606,1,1,0,0,0,28,48,4,0,0,23,185,288,0,14,302,550
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,4,4,0,0,0,188,122,47,0,0,219,940,1516,1,96,1613,2420
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1067,3,3,0,0,0,117,51,74,0,0,138,772,1152,5,71,1228,1637
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1068,3,3,0,0,0,469,43,29,0,0,43,429,1013,0,62,1075,1603
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1069,2,2,0,0,0,129,12,9,0,0,20,221,391,2,41,434,651
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1070,2,2,0,0,0,114,88,68,0,0,141,524,935,1,50,986,1401
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1071,1,1,0,0,0,84,10,9,0,0,52,181,336,0,19,355,630
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1072,2,2,0,0,0,84,51,33,0,0,103,394,665,0,40,705,1204
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1073,2,2,0,0,0,53,52,68,0,0,86,466,725,2,34,761,1240
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1074,2,2,0,0,0,73,33,37,0,0,47,383,573,0,45,618,1012
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1075,1,1,0,0,0,47,21,9,0,0,27,276,380,0,9,389,594
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1076,2,2,0,0,0,72,28,29,0,0,44,387,560,0,37,597,806
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1077,1,1,0,0,0,80,38,15,0,0,41,269,443,1,30,474,735
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1078,2,2,0,0,0,121,65,47,0,0,168,513,914,1,57,972,1479
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1079,4,4,0,0,0,172,90,72,0,0,188,946,1468,1,97,1566,2469
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1080,1,1,0,0,0,57,20,23,0,0,56,310,466,5,20,491,646
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1081,2,2,0,0,0,112,39,34,0,0,43,396,624,4,33,661,1069
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1082,1,1,0,0,0,56,40,26,0,0,35,183,340,2,19,361,487
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1083,1,1,0,0,0,39,18,8,0,0,18,147,230,0,26,256,425
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1084,2,2,0,0,0,64,28,32,0,0,99,410,633,0,20,653,912
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1085,4,4,0,0,0,115,199,77,0,0,200,1139,1730,1,91,1822,2748
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1086,2,2,0,0,0,70,32,27,0,0,62,291,482,0,31,513,885
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1087,3,3,0,0,0,185,98,77,0,0,203,675,1238,4,89,1331,1882
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1088,3,3,0,0,0,119,54,64,0,0,149,517,903,0,46,949,1467
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1089,1,1,0,0,0,58,41,19,0,0,50,270,438,0,25,463,736
4,13,HIDALGO,5,IXMIQUILPAN,54,SAN SALVADOR,1090,2,2,0,0,0,76,84,45,0,0,85,504,794,0,64,858,1339
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1091,3,3,0,0,0,174,86,280,0,0,114,704,1358,0,88,1446,2183
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1092,1,1,0,0,0,24,10,17,0,0,7,32,90,0,8,98,165
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1093,1,1,0,0,0,9,5,4,0,0,2,28,48,0,4,52,101
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1094,1,1,0,0,0,51,3,5,0,0,14,77,150,0,12,162,260
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1095,1,1,0,0,0,17,10,19,0,0,9,46,101,0,2,103,152
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1096,2,2,0,0,0,120,37,37,0,0,27,255,476,0,50,526,836
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1097,1,1,0,0,0,49,14,40,0,0,22,121,246,0,20,266,394
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1098,1,1,0,0,0,88,14,39,0,0,62,89,292,0,16,308,459
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1099,3,3,0,0,0,577,65,126,0,0,92,558,1418,1,75,1494,2211
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1100,3,3,0,0,0,188,32,144,0,0,113,492,969,11,62,1042,1531
4,13,HIDALGO,5,IXMIQUILPAN,55,SANTIAGO DE ANAYA,1101,2,2,0,0,0,88,18,62,0,0,59,211,438,0,34,472,775
