CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,PVEM_MORENA_FXM_BC,PVEM_MORENA,PVEM_FXM_BC,MORENA_FXM_BC,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,C,2,0,C02,0,56,14,6,12,22,31,109,45,17,0,0,0,0,0,312,2,18,332,670,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,C,3,0,C03,0,37,7,4,14,18,21,134,50,17,0,0,0,0,0,302,2,15,319,670,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,C,4,0,C04,0,52,7,3,15,22,22,112,45,18,0,0,0,0,0,296,3,9,308,670,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,C,5,0,C05,0,43,13,8,14,16,12,121,47,23,0,0,0,0,0,297,4,16,317,669,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,C,6,0,C06,0,56,5,6,14,18,25,124,36,23,0,0,0,0,0,307,3,19,329,669,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,C,7,0,C07,0,35,13,4,5,21,16,133,57,16,0,0,0,0,0,300,3,10,313,669,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,15,B,1,0,B,0,31,15,6,12,32,18,145,38,7,0,0,0,0,0,304,0,17,321,628,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,15,C,1,0,C01,0,31,11,5,11,24,24,142,51,12,0,0,0,0,0,311,0,19,330,628,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,15,C,2,0,C02,0,28,14,6,10,20,17,122,43,17,0,0,0,0,0,277,2,24,303,628,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,16,B,1,0,B,0,23,7,3,6,21,24,130,38,17,0,0,0,0,0,269,3,24,296,594,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,16,C,1,0,C01,0,34,13,5,6,17,20,112,29,21,0,0,0,0,0,257,4,14,275,593,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,16,C,2,0,C02,0,38,9,9,12,15,14,118,33,16,0,0,0,0,0,264,2,22,288,593,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,17,B,1,0,B,0,62,12,7,8,27,16,149,49,18,0,0,0,0,0,348,3,26,377,749,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,17,C,1,0,C01,0,46,12,8,19,26,24,146,45,22,0,0,0,0,0,348,1,30,379,748,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,17,C,2,0,C02,0,54,11,7,12,30,25,172,36,21,0,0,0,0,0,368,2,23,393,748,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,17,E,1,0,E01,0,24,5,0,14,15,5,80,33,4,0,0,0,0,0,180,1,13,194,428,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,18,B,1,0,B,0,105,12,2,15,15,35,122,45,33,0,0,0,0,0,384,2,26,412,686,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,18,C,1,0,C01,0,109,17,5,11,19,21,118,45,30,0,0,0,0,0,375,1,19,395,686,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,18,C,2,0,C02,0,111,28,8,4,10,21,115,56,33,0,0,0,0,0,386,2,18,406,685,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,19,B,1,0,B,0,0,13,4,15,24,20,116,48,23,0,0,0,0,0,263,2,24,289,680,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,19,C,1,0,C01,0,0,22,5,9,22,16,123,51,27,0,0,0,0,0,275,1,22,298,679,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,20,B,1,0,B,0,0,12,5,13,10,32,75,41,25,0,0,0,0,0,213,0,15,228,506,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,20,C,1,0,C01,0,0,7,9,14,12,33,73,40,17,0,0,0,0,0,205,0,11,216,506,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,20,C,2,0,C02,0,0,28,5,3,8,24,83,41,28,0,0,0,0,0,220,0,12,232,505,Acta Casilla,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,21,B,1,0,B,0,0,10,3,5,3,10,81,29,14,0,0,0,0,0,155,0,11,166,420,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,21,C,1,0,C01,0,0,6,3,10,14,11,68,28,22,0,0,0,0,0,162,1,10,173,420,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,22,B,1,0,B,0,0,16,2,7,10,22,107,27,18,0,0,0,0,0,209,1,17,227,516,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,22,C,1,0,C01,0,0,19,3,5,15,31,89,43,13,0,0,0,0,0,218,1,12,231,515,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,23,B,1,0,B,0,0,16,5,6,8,26,65,31,26,0,0,0,0,0,183,4,7,194,644,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,23,C,1,0,C01,0,0,20,8,8,10,20,70,25,31,0,0,0,0,0,192,1,15,208,643,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,24,B,1,0,B,0,0,18,3,9,20,20,110,41,18,0,0,0,0,0,239,1,14,254,625,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,24,C,1,0,C01,0,0,25,10,12,11,26,116,29,18,0,0,0,0,0,247,0,20,267,625,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,25,B,1,0,B,0,0,10,5,5,15,29,78,26,19,0,0,0,0,0,187,4,12,203,490,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,25,C,1,0,C01,0,0,20,4,5,11,15,72,36,20,0,0,0,0,0,183,2,21,206,490,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,26,B,1,0,B,0,0,13,2,3,5,24,73,27,24,0,0,0,0,0,171,1,9,181,432,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,26,C,1,0,C01,0,0,11,7,3,10,13,84,23,15,0,0,0,0,0,166,4,11,181,431,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,27,B,1,0,B,0,0,19,7,7,18,20,89,44,21,0,0,0,0,0,225,1,16,242,532,Acta Casilla,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,27,C,1,0,C01,0,0,22,5,6,21,19,102,52,23,0,0,0,0,0,250,0,103,353,532,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,28,B,1,0,B,0,0,19,3,9,27,15,120,35,16,0,0,0,0,0,244,9,13,266,573,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,29,B,1,0,B,0,0,9,2,11,5,11,90,42,36,0,0,0,0,0,206,2,14,222,484,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,29,C,1,0,C01,0,0,13,5,5,18,16,87,35,12,0,0,0,0,0,191,2,15,208,484,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,30,B,1,0,B,0,43,18,9,18,27,24,106,55,26,0,0,0,0,0,326,0,17,343,631,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,30,C,1,0,C01,0,51,16,3,6,30,16,136,43,34,0,0,0,0,0,335,4,15,354,631,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,31,B,1,0,B,0,32,8,3,6,15,6,78,24,7,0,0,0,0,0,179,1,16,196,429,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,31,C,1,0,C01,0,24,6,1,8,10,12,71,55,13,0,0,0,0,0,200,0,13,213,428,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,32,B,1,0,B,0,29,11,3,9,17,9,149,41,18,0,0,0,0,0,286,3,26,315,632,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,32,C,1,0,C01,0,31,15,9,13,12,13,119,44,13,0,0,0,0,0,269,4,27,300,631,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,32,C,2,0,C02,0,36,15,2,6,18,18,115,49,11,0,0,0,0,0,270,2,20,292,631,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,33,B,1,0,B,0,42,8,8,4,10,12,139,35,13,0,0,0,0,0,271,0,26,297,615,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,33,C,1,0,C01,0,25,11,7,9,24,33,129,32,19,0,0,0,0,0,289,4,20,313,614,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,33,C,2,0,C02,0,24,7,7,13,22,14,154,37,15,0,0,0,0,0,293,3,4,300,614,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,34,B,1,0,B,0,24,13,7,9,20,10,105,20,29,0,0,0,0,0,237,0,21,258,509,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,34,C,1,0,C01,0,28,9,4,13,20,31,118,27,11,0,0,0,0,0,261,0,17,278,509,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,34,C,2,0,C02,0,20,10,4,6,26,20,98,30,22,0,0,0,0,0,236,0,22,258,508,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,35,B,1,0,B,0,28,12,10,14,16,14,158,26,32,0,0,0,0,0,310,3,17,330,706,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,35,C,1,0,C01,0,33,13,1,15,21,22,149,48,28,0,0,0,0,0,330,1,18,349,706,Acta Casilla,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,35,C,2,0,C02,0,29,7,8,11,18,17,142,54,18,0,0,0,0,0,304,4,7,315,706,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,35,C,3,0,C03,0,28,13,12,12,17,19,151,56,20,0,0,0,0,0,328,3,2,333,706,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,36,B,1,0,B,0,25,11,9,10,25,10,112,39,16,0,0,0,0,0,257,11,12,280,582,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,36,C,1,0,C01,0,17,16,5,7,19,9,99,49,11,0,0,0,0,0,232,2,8,242,582,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,36,C,2,0,C02,0,19,15,6,15,23,14,92,54,21,0,0,0,0,0,259,5,14,278,581,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,36,C,3,0,C03,0,18,10,7,13,26,8,101,35,22,0,0,0,0,0,240,4,15,259,581,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,37,B,1,0,B,0,17,10,5,11,17,16,140,35,16,0,0,0,0,0,267,12,15,294,608,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,37,C,1,0,C01,0,19,9,8,17,15,2,117,54,21,0,0,0,0,0,262,18,17,297,608,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,37,C,2,0,C02,0,20,12,6,15,17,14,120,54,18,0,0,0,0,0,276,5,16,297,608,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,37,C,3,0,C03,0,19,12,8,14,17,12,125,36,10,0,0,0,0,0,253,6,18,277,608,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,37,C,4,0,C04,0,9,15,7,14,21,19,141,37,16,0,0,0,0,0,279,10,22,311,607,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,38,B,1,0,B,0,19,9,6,13,28,12,168,41,12,0,0,0,0,0,308,4,26,338,678,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,38,C,1,0,C01,0,25,14,3,11,35,17,128,41,14,0,0,0,0,0,288,4,19,311,678,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,38,C,2,0,C02,0,22,3,5,17,29,17,136,58,17,0,0,0,0,0,304,6,28,338,678,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,39,B,1,0,B,0,23,8,5,10,12,13,123,40,11,0,0,0,0,0,245,7,22,274,531,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,39,C,1,0,C01,0,19,13,8,13,15,12,107,41,10,0,0,0,0,0,238,5,19,262,531,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,39,C,2,0,C02,0,31,16,13,10,17,13,98,49,18,0,0,0,0,0,265,5,13,283,531,Grupo de recuento,,,
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,40,B,1,0,B,0,26,10,3,17,27,14,121,35,10,0,0,0,0,0,263,1,22,286,588,Grupo de recuento,,,
